0.512548402,0.507291862,0
0.493881853,0.51620856,0
0.474618264,0.51839243,0
0.512819722,0.505773815,0
0.503897858,0.510918739,0
0.488335029,0.532795244,0
0.539503992,0.488174377,0
0.519796981,0.512449103,0
0.494281172,0.463737006,0
0.46948865,0.507964904,0
0.468076217,0.518700875,0
0.531810602,0.527106103,0
0.505849271,0.535476444,0
0.52516906,0.520439287,0
0.51050874,0.467329479,0
0.479769794,0.508921428,0
0.474308207,0.47273434,0
0.50221676,0.501355836,0
0.483363383,0.482073937,0
0.463876363,0.48193908,0
0.533567379,0.489745321,0
0.483430267,0.497777841,0
0.497133746,0.516993165,0
0.534644683,0.514361861,0
0.499284401,0.522812761,0
0.512609244,0.466653414,0
0.473861691,0.481920058,0
0.538350745,0.494382393,0
0.518196524,0.510803009,0
0.484918182,0.531762337,0
0.517330176,0.488797682,0
0.521570538,0.493419262,0
0.48608215,0.517122844,0
0.520995238,0.513371747,0
0.509137411,0.511232664,0
0.474894859,0.486401452,0
0.484032796,0.500784168,0
0.48341827,0.5326655,0
0.532196876,0.490899353,0
0.497394353,0.532721605,0
0.500179955,0.494102469,0
0.538578146,0.480711508,0
0.480546038,0.502279661,0
0.460257221,0.496224386,0
0.517658174,0.471052928,0
0.502840939,0.494054297,0
0.507709618,0.482810568,0
0.461728291,0.514384784,0
0.532449759,0.518976607,0
0.461014613,0.51160587,0
0.501220076,0.542742513,0
0.535562725,0.517900712,0
0.538855811,0.519758889,0
0.47053448,0.496697498,0
0.463273399,0.511099754,0
0.483465928,0.469914479,0
0.517498183,0.467689825,0
0.480808017,0.491616433,0
0.472043351,0.514678397,0
0.465787464,0.517932817,0
0.532526858,0.493984726,0
0.524377467,0.465803029,0
0.468952382,0.484400663,0
0.493675426,0.491955475,0
0.471564501,0.491227382,0
0.4654762,0.511440971,0
0.483956249,0.498752504,0
0.527754377,0.517726396,0
0.467521634,0.51409058,0
0.502300746,0.535751079,0
0.492897637,0.477566367,0
0.482973485,0.523600426,0
0.519271918,0.490194168,0
0.513792708,0.508633881,0
0.494677731,0.489382086,0
0.503623182,0.533217468,0
0.498055089,0.485448168,0
0.506027391,0.484777811,0
0.510333739,0.512738091,0
0.52321952,0.474276458,0
0.480280988,0.514276977,0
0.489249209,0.497706239,0
0.508605345,0.503992552,0
0.491427032,0.525011648,0
0.486007664,0.466876125,0
0.468940424,0.52363991,0
0.508259678,0.474067673,0
0.481568826,0.533056711,0
0.495061001,0.519436224,0
0.502591784,0.51094197,0
0.502889052,0.492426944,0
0.478795115,0.483863305,0
0.496665466,0.512450078,0
0.506656747,0.483131408,0
0.508888535,0.502739311,0
0.481445811,0.500555333,0
0.459333441,0.523129358,0
0.482946121,0.516040809,0
0.483135442,0.515737244,0
0.472614028,0.506889137,0
0.822650222,0.426516382,1
0.619294097,0.715351174,1
0.73483062,0.443416071,1
0.425351967,0.478864331,1
0.389059062,0.587854887,1
0.789120427,0.462556859,1
0.64029427,0.60951026,1
0.616935721,0.323402981,1
0.513260146,0.560130058,1
0.410636499,0.602852327,1
0.681611262,0.541454366,1
0.643602037,0.710624844,1
0.563791404,0.471988082,1
0.465909215,0.655646571,1
0.33655997,0.231072292,1
0.358261835,0.323877006,1
0.499619686,0.656046139,1
0.562228665,0.706837761,1
0.708155446,0.314513353,1
0.305338155,0.354877117,1
0.577820611,0.41569531,1
0.358450509,0.343199867,1
0.589110129,0.698331265,1
0.31925256,0.572773751,1
0.724277154,0.609857718,1
0.453951496,0.239390067,1
0.641340803,0.482019604,1
0.756045023,0.45291207,1
0.38016687,0.583639997,1
0.590647777,0.695128993,1
0.43219278,0.499065877,1
0.418254606,0.520053633,1
0.474670026,0.73225465,1
0.275470055,0.646468238,1
0.321115995,0.492934852,1
0.456496748,0.762462141,1
0.469233533,0.425751722,1
0.447375986,0.489826421,1
0.46290037,0.681596941,1
0.347889526,0.522146933,1
0.769508258,0.567663969,1
0.406101865,0.677438791,1
0.413192316,0.285255821,1
0.560718162,0.424244431,1
0.425650875,0.761406963,1
0.37506003,0.54126343,1
0.46777087,0.347788659,1
0.367500802,0.703892331,1
0.553062141,0.329580843,1
0.702219282,0.618489993,1
0.589561207,0.306232829,1
0.571419977,0.756808161,1
0.508107276,0.339938659,1
0.627857469,0.282434162,1
0.401260663,0.589615898,1
0.571216765,0.304682706,1
0.279012083,0.590175857,1
0.562641732,0.615432723,1
0.481601595,0.731245744,1
0.628036949,0.637276226,1
0.676254301,0.46635424,1
0.600035579,0.317949918,1
0.351693087,0.701352753,1
0.555208627,0.356008226,1
0.581402008,0.334644164,1
0.608308215,0.725705269,1
0.650358576,0.550216733,1
0.477657893,0.716393574,1
0.318433118,0.528379401,1
0.67089091,0.653300736,1
0.653886084,0.593429236,1
0.463581326,0.65539324,1
0.701748833,0.336406756,1
0.41433459,0.315602794,1
0.440927328,0.666794397,1
0.42441806,0.287574025,1
0.448734291,0.567197489,1
0.597019643,0.657272753,1
0.351442098,0.464014355,1
0.437341197,0.600059529,1
0.360320015,0.382171156,1
0.688384476,0.68778438,1
0.714954082,0.480028294,1
0.229602196,0.504826433,1
0.23519084,0.673442336,1
0.696004358,0.412058001,1
0.497583486,0.713167947,1
0.475603667,0.50580864,1
0.355187669,0.62966032,1
0.459446015,0.779278647,1
0.543682398,0.32632906,1
0.631957072,0.609284195,1
0.546145564,0.711007079,1
0.433035285,0.554302199,1
0.627462236,0.44251529,1
0.478499333,0.218053297,1
0.561045315,0.367661677,1
0.574828164,0.332381104,1
0.525485047,0.607043512,1
0.639927285,0.518348812,1
0.527296936,0.895853618,2
0.655869308,0.450214781,2
0.934944725,0.260470372,2
0.566004901,0.954416957,2
0.330905601,0.437618057,2
0.383512537,0.987571028,2
0.510243357,0.559351101,2
0.550032368,0.939416046,2
0.512457806,0.641575132,2
0.699539921,0.042505214,2
0.321289876,0.025486929,2
0.914500138,0.248770974,2
0.531056094,0.580477229,2
0.426485497,0.274108368,2
0.864062567,0.496083153,2
0.358940408,0.808768459,2
0.212540525,0.746998636,2
0.512879834,0.398581759,2
0.602593983,0.363679821,2
0.504809317,0.857411891,2
0.744059565,0.978671767,2
0.128029658,0.367512554,2
0.577185751,0.268181759,2
0.750436965,0.649707529,2
0.307821041,0.907057933,2
0.881426437,0.817443899,2
0.442995142,0.899812954,2
0.440217622,0.034336226,2
0.634551955,0.56666714,2
0.548173148,0.621564636,2
0.086645833,0.127463991,2
0.954539272,0.045795931,2
0.627891268,0.556610248,2
0.243035478,0.801339283,2
0.627032226,0.275450401,2
0.241172637,0.880505818,2
